"","Name","Publisher","Puntajes Cr?ticos","Puntajes usuarios"
"6046","Lord of Magna: Maiden Heaven","Marvelous Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6047","Worms 3D","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6048","PoPoLoCrois","Ignition Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6049","Dragon Rage","3DO","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6050","Theresia...","Arc System Works","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6051","Sacred 2: Fallen Angel","Ascaron Entertainment GmbH","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6052","Adventure Time: The Secret of the Nameless Kingdom","Little Orbit","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6053","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6054","Jumper: Griffin's Story","Eidos Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6055","Tron 2.0: Killer App","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6056","The Fast and the Furious","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6057","Vampire Rain: Altered Species","Ignition Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6058","The History Channel: Battle for the Pacific","Activision","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6059","Racing Gears Advance","Zoo Digital Publishing","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6060","Inversion","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6061","Need for Speed: Shift","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"6062","Mercury Meltdown","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6063","Exist Archive: The Other Side of the Sky","Aksys Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6064","Zoo Tycoon 2","Microsoft Game Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6065","Brave: A Warrior's Tale","SouthPeak Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6066","Fatal Frame","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6067","Urban Chaos: Riot Response","Eidos Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6068","Tom Clancy's Ghost Recon: Advanced Warfighter","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6069","Ivy the Kiwi?","Rising Star Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6070","Resident Evil 2","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6071","Catwoman","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6072","Top Gun: Hard Lock","505 Games","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6073","Warriors Orochi 2","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6074","Mana Khemia: Alchemists of Al-Revis","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6075","Street Fighter V","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6076","Zone of the Enders: The Fist of Mars","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6077","MX vs. ATV Supercross Encore","Nordic Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6078","Gun Showdown","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6079","Tiger Woods PGA Tour 08","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6080","Constantine","SCi","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6081","Tom Clancy's Splinter Cell: Double Agent","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6082","Samurai Shodown Anthology","Ignition Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6083","S.T.A.L.K.E.R.: Shadow of Chernobyl","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6084","Nanostray","Majesco Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6085","Samurai Jack: The Shadow of Aku","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6086","Tropico 5","Kalypso Media","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6087","Rugby World Cup 2015","Ubisoft","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6088","Lost Kingdoms II","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6089","Aggressive Inline","Acclaim Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6090","Viewtiful Joe: Red Hot Rumble","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6091","Blade Dancer: Lineage of Light","Atari","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6092","X-Men: Destiny","Activision","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6093","The Sims 2: University","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6094","Generation of Chaos","Midas Interactive Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6095","Pump It Up: Exceed","Mastiff","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6096","Tokyo Twilight Ghost Hunters","Aksys Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6097","MotorStorm RC","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6098","Harry Potter and the Sorcerer's Stone","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6099","Tom Clancy's Rainbow Six: Critical Hour","Unknown","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6100","Scurge: Hive","SouthPeak Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6101","Remember Me","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6102","NBA Live 07","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6103","Ride to Hell","Deep Silver","Puntajes Cr?ticos muy bajo","Puntajes usuarios muy bajo"
"6104","The Saboteur","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6105","Hail to the Chimp","Gamecock","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6106","Tom Clancy's Rainbow Six 3","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6107","Rocket League","505 Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6108","V-Rally 3","Atari","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6109","Mirror's Edge","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6110","Titan Quest","THQ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6111","Amazing Island","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6112","Izuna 2: The Unemployed Ninja Returns","Success","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6113","Gothic 3","JoWood Productions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6114","7 Days to Die","Telltale Games","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6115","Alvin and the Chipmunks","Eidos Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6116","Final Fight: Streetwise","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6117","Speed Kings","Acclaim Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6118","Rebelstar: Tactical Command","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6119","F1 2010","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6120","Gladiator: Sword of Vengeance","Acclaim Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6121","Bombastic","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6122","Coraline","D3Publisher","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6123","Wing Commander: Prophecy","Destination Software, Inc","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6124","Marc Ecko's Getting Up: Contents Under Pressure","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6125","Captain America: Super Soldier","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6126","Sega Soccer Slam","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6127","Enemy Front","City Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6128","Front Mission Evolved","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6129","Dynasty Warriors 5","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6130","Murdered: Soul Suspect","Square Enix","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6131","Rez","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6132","Neverland Card Battles","Idea Factory","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6133","Lufia: The Ruins of Lore","Taito","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6134","UEFA Euro 2004: Portugal","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6135","Airline Tycoon 2","Kalypso Media","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6136","Medabots: Infinity","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6137","IL-2 Sturmovik: Cliffs of Dover","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6138","NFL Blitz Pro","Midway Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6139","Black Sigil: Blade of the Exiled","Graffiti","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6140","Death Jr. II: Root of Evil","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6141","Wakeboarding Unleashed Featuring Shaun Murray","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6142","Mighty No. 9","Deep Silver","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6143","Samurai Champloo: Sidetracked","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6144","Drill Dozer","Unknown","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6145","Medal of Honor: Airborne","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6146","Men of War: Assault Squad","1C Company","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6147","Rhapsody: A Musical Adventure","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6148","Dead Island Definitive Collection","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6149","PAC-MAN and the Ghostly Adventures","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6150","Virtua Striker 2002","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6151","UEFA Champions League 2006-2007","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6152","F1 2015","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6153","Aliens in the Attic","Playlogic Game Factory","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6154","Hunted: The Demon's Forge","Bethesda Softworks","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6155","Otogi 2: Immortal Warriors","Sega","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6156","Legend of Kay","JoWood Productions","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6157","Lucha Libre AAA: Heroes del Ring","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6158","Piglet's Big Game","Gotham Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6159","Tom Clancy's HAWX 2","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6160","Fallout: Brotherhood of Steel","Avalon Interactive","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6161","IndyCar Series","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6162","Killing Floor 2","Tripwire Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6163","Ferrari F355 Challenge","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6164","Mortal Kombat X","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6165","Cities in Motion","Paradox Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6166","Shifters","3DO","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6167","Bladestorm: Nightmare","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6168","TNA iMPACT: Cross the Line","SouthPeak Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6169","Sacred 3","Deep Silver","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6170","Venetica","DTP Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6171","Operation Flashpoint: Dragon Rising","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6172","Wasteland 2","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6173","MorphX","505 Games","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6174","Sigma Star Saga","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6175","FIFA Soccer 2004","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6176","Disney's Party","Electronic Arts","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6177","The Bureau: XCOM Declassified","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6178","Nanostray 2","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6179","Dokapon Journey","Sting","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6180","Metal Slug Anthology","Ignition Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6181","Back to the Future: The Game","Telltale Games","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6182","Phantom Crash","Phantagram","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6183","Yanya Caballista: City Skater","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6184","The Typing of the Dead","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6185","Jenga World Tour","Atari","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6186","Tenchu: Dark Secret","From Software","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6187","Shrek Super Party","TDK Mediactive","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6188","Second Sight","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6189","Rave Master","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6190","Bejeweled Twist","PopCap Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6191","GRID","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6192","Steins;Gate 0","PQube","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6193","Ivy the Kiwi?","Rising Star Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6194","Hail to the Chimp","Gamecock","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6195","Alias","Acclaim Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6196","OutRun 2006: Coast 2 Coast","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6197","Arx Fatalis","Mindscape","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6198","Zumba Fitness Core","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6199","Guilty Gear Dust Strikers","Majesco Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6200","Dark Summit","THQ","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6201","Star Wars: Republic Commando","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6202","The Lost Vikings","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6203","Plants vs. Zombies","PopCap Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6204","Secret Files: Tunguska","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6205","Stretch Panic","Midas Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6206","PQ2: Practical Intelligence Quotient","D3Publisher","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6207","Metroid Prime: Federation Force","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6208","DiRT 2","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6209","Payday 2","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6210","Woody Woodpecker: Escape from Buzz Buzzard Park","DreamCatcher Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6211","Furu Furu Park","Taito","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6212","Hatsune Miku: Project Diva X","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6213","Whirl Tour","Vivendi Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6214","Grand Ages: Medieval","Kalypso Media","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6215","Saints Row: Gat out of Hell","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6216","Stunt GP","Titus","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6217","Plants vs. Zombies: Garden Warfare 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6218","Singularity","Mastertronic","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6219","NASCAR Heat Evolution","Dusenberry Martin Racing","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6220","Ms Saga: A New Dawn","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6221","Child of Light","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6222","GrimGrimoire","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6223","Deadliest Catch: Alaskan Storm","Navarre Corp","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6224","Crime Life: Gang Wars","Konami Digital Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6225","Rugby 2005","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6226","Warhammer 40,000: Dawn of War","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6227","Rock 'N Roll Racing","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6228","Silhouette Mirage","ESP","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6229","Dynasty Warriors Vol. 2","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"6230","Freelancer","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6231","LEGO Indiana Jones 2: The Adventure Continues","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6232","Rugby 06","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6233","Fatal Frame II: Crimson Butterfly Director's Cut","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6234","2002 FIFA World Cup","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6235","The Lord of the Rings: The Battle for Middle-Earth II","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6236","Need for Speed Carbon","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6237","Colin McRae Rally 2005","Codemasters","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6238","Saiyuki: Journey West","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6239","Empire Earth","Vivendi Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6240","DuckTales: Remastered","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6241","Worms Reloaded","Team17 Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6242","StarCraft","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6243","World Championship Pool 2004","Jaleco","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6244","B-Boy","Sony Computer Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6245","Kakuto Chojin","Microsoft Game Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6246","Need for Speed Underground","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6247","Moon","Mastiff","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6248","Snoopy vs the Red Baron","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6249","Virtua Tennis 3","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6250","Raze's Hell","Majesco Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6251","Far Cry","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6252","Hoshigami: Ruining Blue Earth","Max Five","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6253","NightCaster II: Equinox","Jaleco","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6254","Ship Simulator Extremes","Paradox Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6255","Time Crisis: Project Titan","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6256","Ys: The Ark of Napishtim","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6257","Pro Evolution Soccer 2017","Konami Digital Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6258","FIFA Soccer 10","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6259","Tom Clancy's Rainbow Six: Lockdown","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6260","The Sims","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"6261","FIFA Manager 12","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6262","Gitaroo Man","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6263","Cabela's Trophy Bucks","Activision Value","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"6264","XCOM 2","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6265","Yaiba: Ninja Gaiden Z","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6266","Rock of the Dead","Conspiracy Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6267","Code Lyoko","Game Factory","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6268","Pool Party","SouthPeak Games","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6269","Rapala Fishing Frenzy 2009","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6270","Company of Heroes","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6271","Wonder World Amusement Park","Majesco Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6272","Ride 2","Milestone S.r.l","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6273","Wing Island","Konami Digital Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"6274","Silent Hunter: Wolves of the Pacific","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6275","Wrath Unleashed","LucasArts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6276","March of the Penguins","Zoo Digital Publishing","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6277","Double Dragon Advance","Atlus","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6278","The Bible Game","Crave Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"6279","Bubble Bobble Revolution","Atari","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"6280","Yager","THQ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6281","Root Letter","PQube","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6282","Futurama","SCi","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6283","Supreme Commander","THQ","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6284","Pool Hall Pro","Playlogic Game Factory","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6285","Wolfenstein","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6286","Microsoft Train Simulator","Microsoft Game Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6287","Resident Evil 6","Capcom","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6288","Assassin's Creed: Altair's Chronicles","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6289","Bad Boys: Miami Takedown","Empire Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios muy bajo"
"6290","Fantastic Four: Rise of the Silver Surfer","Take-Two Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6291","Pony Friends","Eidos Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6292","Art of Fighting Anthology","Crave Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6293","Sébastien Loeb Rally Evo","Milestone S.r.l","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6294","Lux-Pain","Rising Star Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"6295","Guilty Gear XX Accent Core","Unknown","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6296","Mafia","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6297","Disney's Donald Duck: Goin' Quackers","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios bajo"
"6298","Operation Flashpoint: Elite","Codemasters","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6299","Fantastic Four: Rise of the Silver Surfer","Take-Two Interactive","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"6300","Virtua Tennis 3","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6301","Front Mission","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6302","Tropico 3","Kalypso Media","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6303","Boktai 2: Solar Boy Django","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"6304","Life is Strange","Square Enix","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"6305","Battlezone","Rebellion Developments","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6306","Pro Evolution Soccer 2016","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"6307","The Dark Spire","Success","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"6308","Teenage Mutant Ninja Turtles: Mutants in Manhattan","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
