"","Name","Platform","Year_of_Release","Genre","Publisher","Developer","Rating","Ventas NA","Ventas EU","Ventas JP","Ventas otras","Ventas globales","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"5288","NBA Live 16","XOne","2015","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5289","Sonic Generations","PC","2011","Platform","Sega","Sega","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5290","Astro Boy: The Video Game","Wii","2009","Action","D3Publisher","High Voltage Software","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5291","[Prototype 2]","PC","2012","Action","Activision","Radical Entertainment","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5292","Cabela's North American Adventures","X360","2010","Sports","Activision","FUN Labs","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5293","Rengoku: The Tower of Purgatory","PSP","2005","Action","Konami Digital Entertainment","Neverland","M","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5294","Bust-A-Move DS","DS","2005","Puzzle","505 Games","Happy Happening","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5295","God Eater 2: Rage Burst","PS4","2015","Role-Playing","Namco Bandai Games","Shift","T","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","muy pocas Ventas en JP","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5296","BlazBlue: Continuum Shift II","3DS","2011","Fighting","PQube","Arc System Works","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5297","Mega Man Zero 4","GBA","2005","Platform","Capcom","Inti","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5298","NASCAR '14","PS3","2014","Racing","Deep Silver","Eutechnyx","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5299","Where the Wild Things Are","PS3","2009","Platform","Warner Bros. Interactive Entertainment","Griptonite Games","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5300","DJ Max Fever","PSP","2009","Misc","PM Studios","Pentavision Entertainment","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5301","Shrek: Forever After","X360","2010","Platform","Activision","Xpec","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5302","Dawn of Discovery","DS","2009","Simulation","Ubisoft","Keen Games","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5303","Pro Evolution Soccer 2016","XOne","2015","Sports","Konami Digital Entertainment","Konami","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5304","Tiger Woods PGA Tour 06","GC","2005","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5305","ArmA III","PC","2013","Shooter","Bohemia Interactive","Bohemia Interactive","M","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5306","FIFA World Cup Germany 2006","PSP","2006","Sports","Electronic Arts","EA Canada","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5307","Reign of Fire","GC","2002","Shooter","BAM! Entertainment","Kuju Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5308","MLB 14: The Show","PSV","2014","Sports","Sony Computer Entertainment America","SCEA San Diego Studios","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5309","Rogue Warrior","X360","2009","Shooter","Bethesda Softworks","Rebellion","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5310","Mace Griffin: Bounty Hunter","XB","2003","Shooter","Electronic Arts","Warthog","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5311","Martian Gothic: Unification","PS","2001","Adventure","Take-Two Interactive","Coyote Developments","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5312","Fight Club","XB","2004","Fighting","Vivendi Games","Genuine Games","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5313","Tom Clancy's Splinter Cell: Conviction","PC","2010","Action","Ubisoft","Ubisoft Montreal","M","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5314","FlatOut: Ultimate Carnage","X360","2007","Racing","Empire Interactive","Bugbear","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5315","Digimon Digital Card Battle","PS","1999","Strategy","Namco Bandai Games","Bandai","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5316","Dragon Ball Z: Battle of Z","PSV","2014","Fighting","Namco Bandai Games","Artdink","T","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5317","Aquapazza: Aquaplus Dream Match","PS3","2012","Fighting","Aqua Plus","Examu","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5318","Lucha Libre AAA: Heroes del Ring","PS3","2010","Fighting","Konami Digital Entertainment","Immersion Software & Graphics","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5319","Dead to Rights II","XB","2005","Shooter","Electronic Arts","Namco","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5320","Pac-Man and the Ghostly Adventures 2","X360","2014","Adventure","Namco Bandai Games","Vicious Cycle","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5321","Trauma Center: Under the Knife 2","DS","2008","Simulation","Atlus","Vanguard","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5322","SimCity 2000","GBA","2003","Simulation","Zoo Digital Publishing","Full-Fat","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5323","X-Men: The Official Game","DS","2006","Action","Activision","Amaze Entertainment","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5324","Sakura Wars: So Long, My Love","Wii","2010","Role-Playing","Ackkstudios","Idea Factory","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5325","Mind Zero","PSV","2013","Role-Playing","GungHo","Zerodiv","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5326","Rocky Balboa","PSP","2007","Sports","Ubisoft","Ubisoft","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5327","Gravity Games Bike: Street Vert Dirt","PS2","2002","Sports","Midway Games","Midway","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5328","Top Spin","PS2","2005","Sports","Take-Two Interactive","Pam Development","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5329","Family Feud: 2012 Edition","X360","2011","Misc","Ubisoft","Ubisoft","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5330","UFC: Tapout 2","XB","2003","Fighting","Capcom","DreamFactory","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5331","The Book of Unwritten Tales","PC","2009","Adventure","HMH Interactive","KING Art","T","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5332","The Godfather: Mob Wars","PSP","2006","Action","Electronic Arts","Page 44 Studios","M","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5333","Vexx","XB","2003","Platform","Acclaim Entertainment","Acclaim","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5334","F1 Career Challenge","PS2","2003","Racing","Electronic Arts","Electronic Arts","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5335","Pariah","XB","2005","Action","Hip Interactive","Digital Extremes","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5336","Metal Slug 3","XB","2004","Shooter","Ignition Entertainment","SNK","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5337","Sacred 3","PS3","2014","Role-Playing","Deep Silver","Deep Silver, Keen Games","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5338","Winning Eleven: Pro Evolution Soccer 2007","X360","2006","Sports","Konami Digital Entertainment","KCET","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5339","Banjo-Pilot","GBA","2005","Racing","THQ","Rare Ltd.","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5340","Gallop Racer 2006","PS2","2005","Sports","Tecmo Koei","Tecmo","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5341","Wasteland 2","PC","2015","Role-Playing","inXile Entertainment","InXile Entertainment","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5342","The First Templar","X360","2011","Action","Kalypso Media","Haemimont","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5343","Patapon 2","PSP","2008","Misc","Sony Computer Entertainment","SCE Japan Studio","E","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5344","Frogger: Ancient Shadow","PS2","2005","Platform","Konami Digital Entertainment","Hudson Soft","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"5345","Princess Debut","DS","2008","Misc","Cave","Cave","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5346","Pro Evolution Soccer 2014","PC","2013","Action","Konami Digital Entertainment","Konami","E","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5347","Metal Arms: Glitch in the System","GC","2003","Shooter","Vivendi Games","Swingin' Ape","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5348","Tom Clancy's Splinter Cell: Chaos Theory","GC","2005","Action","Ubisoft","Ubisoft Montreal","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5349","Escape From Monkey Island","PS2","2001","Adventure","LucasArts","LucasArts","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5350","The Lord of the Rings: Conquest","DS","2009","Action","Electronic Arts","Artificial Mind and Movement","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5351","Gretzky NHL","PSP","2005","Sports","Sony Computer Entertainment","Page 44 Studios","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5352","Dropship: United Peace Force","PS2","2002","Simulation","Sony Computer Entertainment","SCEE","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5353","Road Rash: Jailbreak","GBA","2003","Racing","Zoo Digital Publishing","Magic Pockets","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5354","Syberia","XB","2003","Action","Microids","Microids","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5355","Thrillville: Off the Rails","PSP","2007","Strategy","LucasArts","Frontier Developments","E10+","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy bajo","n? cr?ticas usuarios muy bajo"
"5356","Cloudy With a Chance of Meatballs","PS3","2009","Platform","Ubisoft","Ubisoft Shanghai","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"5357","G1 Jockey 3","PS2","2002","Sports","THQ","Koei/Inis","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5358","Exit DS","DS","2008","Puzzle","Square Enix","Moss","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5359","Riviera: The Promised Land","GBA","2004","Role-Playing","Sting","Sting","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5360","Blades of Time","X360","2012","Action","Konami Digital Entertainment","Gaijin Entertainment","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5361","Yggdra Union: We'll Never Fight Alone","PSP","2008","Role-Playing","Sting","Sting","T","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5362","Bujingai: The Forsaken City","PS2","2003","Fighting","505 Games","Taito Corporation","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5363","Universe at War: Earth Assault","X360","2008","Action","Sega","Petroglyph","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5364","Death By Degrees","PS2","2005","Action","Sony Computer Entertainment","Namco","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5365","Rome: Total War","PC","2004","Strategy","Activision","Creative Assembly","T","nulas ventas en NA o sin informacion","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"5366","Doom 3","PC","2004","Shooter","Activision","id Software","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"5367","Ride","XOne","2015","Racing","Milestone S.r.l.","Milestone S.r.l","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
